Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
Primera Division,11/12/16,Rosario Central,Lanus,1,2
Primera Division,12/12/16,Atl. Tucuman,Quilmes,3,0
Primera Division,13/12/16,Defensa y Justicia,Arsenal Sarandi,2,0
Primera Division,16/12/16,Huracan,Talleres Cordoba,1,0
Primera Division,17/12/16,Godoy Cruz,Gimnasia L.P.,0,3
Primera Division,17/12/16,Estudiantes L.P.,Defensa y Justicia,1,2
Primera Division,17/12/16,Sarmiento Junin,Aldosivi,0,2
Primera Division,17/12/16,Union de Santa Fe,Racing Club,1,0
Primera Division,17/12/16,Atl. Rafaela,Patronato,3,0
Primera Division,17/12/16,Independiente,Banfield,0,1
Primera Division,18/12/16,Belgrano,Rosario Central,0,2
Primera Division,18/12/16,Lanus,San Lorenzo,2,2
Primera Division,18/12/16,Arsenal Sarandi,Velez Sarsfield,2,1
Primera Division,18/12/16,Boca Juniors,Colon Santa FE,4,1
Primera Division,18/12/16,Newells Old Boys,San Martin S.J.,6,1
Primera Division,18/12/16,Olimpo Bahia Blanca,River Plate,1,2
Primera Division,19/12/16,Quilmes,Temperley,1,0
Primera Division,20/12/16,Tigre,Atl. Tucuman,0,0
Primera Division,10/03/17,Velez Sarsfield,Estudiantes L.P.,3,2
Primera Division,11/03/17,Patronato,Arsenal Sarandi,4,2
Primera Division,11/03/17,Defensa y Justicia,Newells Old Boys,1,0
Primera Division,11/03/17,San Lorenzo,Belgrano,2,1
Primera Division,11/03/17,Banfield,Boca Juniors,0,2
Primera Division,11/03/17,San Martin S.J.,Huracan,0,1
Primera Division,12/03/17,Gimnasia L.P.,Quilmes,3,1
Primera Division,12/03/17,Racing Club,Lanus,3,0
Primera Division,12/03/17,Temperley,Tigre,3,1
Primera Division,12/03/17,River Plate,Union de Santa Fe,0,0
Primera Division,12/03/17,Rosario Central,Godoy Cruz,0,1
Primera Division,13/03/17,Atl. Tucuman,Sarmiento Junin,2,1
Primera Division,13/03/17,Aldosivi,Atl. Rafaela,1,0
Primera Division,14/03/17,Colon Santa FE,Olimpo Bahia Blanca,1,1
Primera Division,18/03/17,Quilmes,Rosario Central,0,1
Primera Division,18/03/17,Union de Santa Fe,Colon Santa FE,0,2
Primera Division,18/03/17,Newells Old Boys,Velez Sarsfield,3,0
Primera Division,18/03/17,Tigre,Gimnasia L.P.,0,1
Primera Division,18/03/17,Independiente,San Martin S.J.,0,0
Primera Division,18/03/17,Huracan,Defensa y Justicia,2,0
Primera Division,19/03/17,Belgrano,Racing Club,2,0
Primera Division,19/03/17,Sarmiento Junin,Temperley,2,1
Primera Division,19/03/17,Estudiantes L.P.,Patronato,1,0
Primera Division,19/03/17,Godoy Cruz,San Lorenzo,2,0
Primera Division,19/03/17,Olimpo Bahia Blanca,Banfield,1,0
Primera Division,19/03/17,Boca Juniors,Talleres Cordoba,1,2
Primera Division,20/03/17,Arsenal Sarandi,Atl. Rafaela,1,2
Primera Division,21/03/17,Atl. Tucuman,Aldosivi,0,0
Primera Division,22/03/17,Lanus,River Plate,1,3
Primera Division,25/03/17,Patronato,Newells Old Boys,1,1
Primera Division,25/03/17,Banfield,Union de Santa Fe,3,1
Primera Division,25/03/17,Rosario Central,Tigre,1,0
Primera Division,25/03/17,San Lorenzo,Quilmes,3,0
Primera Division,25/03/17,Gimnasia L.P.,Sarmiento Junin,1,0
Primera Division,25/03/17,Racing Club,Godoy Cruz,2,1
Primera Division,25/03/17,Atl. Rafaela,Estudiantes L.P.,2,2
Primera Division,26/03/17,Colon Santa FE,Lanus,1,0
Primera Division,26/03/17,San Martin S.J.,Boca Juniors,1,2
Primera Division,26/03/17,River Plate,Belgrano,2,1
Primera Division,26/03/17,Temperley,Atl. Tucuman,2,2
Primera Division,27/03/17,Aldosivi,Arsenal Sarandi,2,1
Primera Division,27/03/17,Velez Sarsfield,Huracan,1,1
Primera Division,28/03/17,Talleres Cordoba,Olimpo Bahia Blanca,1,0
Primera Division,01/04/17,Atl. Tucuman,Gimnasia L.P.,0,1
Primera Division,01/04/17,Independiente,Velez Sarsfield,1,1
Primera Division,01/04/17,Newells Old Boys,Atl. Rafaela,1,0
Primera Division,01/04/17,Temperley,Aldosivi,1,0
Primera Division,01/04/17,Quilmes,Racing Club,2,3
Primera Division,01/04/17,Belgrano,Colon Santa FE,0,1
Primera Division,02/04/17,Boca Juniors,Defensa y Justicia,1,0
Primera Division,02/04/17,Estudiantes L.P.,Arsenal Sarandi,2,0
Primera Division,02/04/17,Lanus,Banfield,4,2
Primera Division,02/04/17,Sarmiento Junin,Rosario Central,2,2
Primera Division,02/04/17,Tigre,San Lorenzo,4,3
Primera Division,02/04/17,Huracan,Patronato,0,0
Primera Division,03/04/17,Godoy Cruz,River Plate,1,2
Primera Division,03/04/17,Olimpo Bahia Blanca,San Martin S.J.,0,0
Primera Division,04/04/17,Union de Santa Fe,Talleres Cordoba,4,2
Primera Division,07/04/17,Aldosivi,Estudiantes L.P.,1,4
Primera Division,08/04/17,Colon Santa FE,Godoy Cruz,1,0
Primera Division,08/04/17,Rosario Central,Atl. Tucuman,2,1
Primera Division,08/04/17,Arsenal Sarandi,Newells Old Boys,0,1
Primera Division,08/04/17,San Lorenzo,Sarmiento Junin,1,0
Primera Division,08/04/17,Atl. Rafaela,Huracan,1,1
Primera Division,08/04/17,Talleres Cordoba,Lanus,3,1
Primera Division,09/04/17,Banfield,Belgrano,2,0
Primera Division,09/04/17,Patronato,Independiente,0,5
Primera Division,09/04/17,San Martin S.J.,Union de Santa Fe,0,0
Primera Division,09/04/17,River Plate,Quilmes,2,0
Primera Division,10/04/17,Velez Sarsfield,Boca Juniors,1,3
Primera Division,10/04/17,Defensa y Justicia,Olimpo Bahia Blanca,1,1
Primera Division,11/04/17,Gimnasia L.P.,Temperley,1,1
Primera Division,14/04/17,Huracan,Arsenal Sarandi,1,2
Primera Division,15/04/17,Lanus,San Martin S.J.,0,0
Primera Division,15/04/17,Newells Old Boys,Estudiantes L.P.,0,0
Primera Division,15/04/17,Belgrano,Talleres Cordoba,1,1
Primera Division,15/04/17,Independiente,Atl. Rafaela,1,1
Primera Division,15/04/17,Olimpo Bahia Blanca,Velez Sarsfield,0,1
Primera Division,16/04/17,Sarmiento Junin,Racing Club,1,2
Primera Division,16/04/17,Godoy Cruz,Banfield,3,1
Primera Division,16/04/17,Atl. Tucuman,San Lorenzo,1,0
Primera Division,16/04/17,Boca Juniors,Patronato,1,1
Primera Division,16/04/17,Quilmes,Colon Santa FE,0,1
Primera Division,17/04/17,Tigre,River Plate,0,2
Primera Division,17/04/17,Union de Santa Fe,Defensa y Justicia,0,2
Primera Division,17/04/17,Temperley,Rosario Central,1,2
Primera Division,18/04/17,Gimnasia L.P.,Aldosivi,1,0
Primera Division,19/04/17,Racing Club,Tigre,4,1
Primera Division,20/04/17,Talleres Cordoba,Independiente,0,2
Primera Division,22/04/17,San Lorenzo,Temperley,0,1
Primera Division,22/04/17,Aldosivi,Newells Old Boys,0,3
Primera Division,22/04/17,Racing Club,Atl. Tucuman,4,3
Primera Division,22/04/17,Banfield,Quilmes,2,0
Primera Division,22/04/17,Defensa y Justicia,Lanus,1,0
Primera Division,22/04/17,Velez Sarsfield,Union de Santa Fe,2,1
Primera Division,23/04/17,Rosario Central,Gimnasia L.P.,2,1
Primera Division,23/04/17,Estudiantes L.P.,Huracan,1,1
Primera Division,23/04/17,Atl. Rafaela,Boca Juniors,0,0
Primera Division,23/04/17,San Martin S.J.,Belgrano,2,1
Primera Division,23/04/17,River Plate,Sarmiento Junin,1,1
Primera Division,23/04/17,Talleres Cordoba,Godoy Cruz,1,0
Primera Division,24/04/17,Arsenal Sarandi,Independiente,0,2
Primera Division,24/04/17,Patronato,Olimpo Bahia Blanca,3,4
Primera Division,25/04/17,Colon Santa FE,Tigre,2,1
Primera Division,28/04/17,Quilmes,Talleres Cordoba,1,0
Primera Division,29/04/17,Independiente,Estudiantes L.P.,2,2
Primera Division,29/04/17,Gimnasia L.P.,San Lorenzo,0,1
Primera Division,29/04/17,Huracan,Newells Old Boys,0,1
Primera Division,29/04/17,Sarmiento Junin,Colon Santa FE,0,4
Primera Division,29/04/17,Tigre,Banfield,0,1
Primera Division,30/04/17,Temperley,Racing Club,3,0
Primera Division,30/04/17,Union de Santa Fe,Patronato,0,0
Primera Division,30/04/17,Godoy Cruz,San Martin S.J.,0,0
Primera Division,30/04/17,Rosario Central,Aldosivi,2,0
Primera Division,30/04/17,Boca Juniors,Arsenal Sarandi,3,0
Primera Division,30/04/17,Olimpo Bahia Blanca,Atl. Rafaela,1,2
Primera Division,02/05/17,Belgrano,Defensa y Justicia,0,1
Primera Division,03/05/17,Lanus,Velez Sarsfield,2,0
Primera Division,06/05/17,San Martin S.J.,Quilmes,1,0
Primera Division,06/05/17,Talleres Cordoba,Tigre,1,2
Primera Division,06/05/17,Patronato,Lanus,0,2
Primera Division,06/05/17,Racing Club,Gimnasia L.P.,1,0
Primera Division,06/05/17,Atl. Rafaela,Union de Santa Fe,3,0
Primera Division,07/05/17,Estudiantes L.P.,Boca Juniors,0,0
Primera Division,07/05/17,River Plate,Temperley,4,1
Primera Division,07/05/17,Aldosivi,Huracan,0,3
Primera Division,07/05/17,Defensa y Justicia,Godoy Cruz,0,0
Primera Division,07/05/17,San Lorenzo,Rosario Central,2,1
Primera Division,08/05/17,Colon Santa FE,Atl. Tucuman,2,2
Primera Division,08/05/17,Newells Old Boys,Independiente,2,4
Primera Division,09/05/17,Banfield,Sarmiento Junin,2,0
Primera Division,09/05/17,Velez Sarsfield,Belgrano,1,2
Primera Division,13/05/17,San Martin S.J.,Godoy Cruz,1,2
Primera Division,13/05/17,Estudiantes L.P.,Gimnasia L.P.,1,0
Primera Division,13/05/17,Talleres Cordoba,Belgrano,1,1
Primera Division,13/05/17,Banfield,Lanus,1,0
Primera Division,13/05/17,Atl. Rafaela,Atl. Tucuman,1,0
Primera Division,13/05/17,Huracan,San Lorenzo,0,1
Primera Division,13/05/17,Olimpo Bahia Blanca,Aldosivi,2,0
Primera Division,14/05/17,Colon Santa FE,Union de Santa Fe,1,1
Primera Division,14/05/17,Newells Old Boys,Rosario Central,1,3
Primera Division,14/05/17,Boca Juniors,River Plate,1,3
Primera Division,14/05/17,Independiente,Racing Club,2,0
Primera Division,14/05/17,Patronato,Sarmiento Junin,2,2
Primera Division,15/05/17,Arsenal Sarandi,Temperley,2,0
Primera Division,15/05/17,Defensa y Justicia,Quilmes,2,0
Primera Division,16/05/17,Velez Sarsfield,Tigre,2,1
Primera Division,20/05/17,Atl. Tucuman,Banfield,3,0
Primera Division,20/05/17,Belgrano,Patronato,1,1
Primera Division,20/05/17,Lanus,Atl. Rafaela,2,0
Primera Division,20/05/17,Sarmiento Junin,Talleres Cordoba,1,4
Primera Division,20/05/17,Boca Juniors,Newells Old Boys,1,0
Primera Division,20/05/17,Tigre,San Martin S.J.,1,1
Primera Division,21/05/17,Union de Santa Fe,Arsenal Sarandi,0,1
Primera Division,21/05/17,Independiente,Huracan,2,1
Primera Division,21/05/17,Godoy Cruz,Velez Sarsfield,3,0
Primera Division,21/05/17,San Lorenzo,Aldosivi,0,1
Primera Division,21/05/17,Temperley,Colon Santa FE,3,0
Primera Division,21/05/17,Quilmes,Defensa y Justicia,0,2
Primera Division,22/05/17,Rosario Central,Racing Club,4,1
Primera Division,22/05/17,Olimpo Bahia Blanca,Estudiantes L.P.,3,1
Primera Division,23/05/17,Gimnasia L.P.,River Plate,0,3
Primera Division,26/05/17,Aldosivi,Independiente,0,0
Primera Division,27/05/17,Colon Santa FE,Gimnasia L.P.,1,2
Primera Division,27/05/17,Banfield,Temperley,3,1
Primera Division,27/05/17,Newells Old Boys,Olimpo Bahia Blanca,3,2
Primera Division,27/05/17,Huracan,Boca Juniors,1,1
Primera Division,27/05/17,San Martin S.J.,Sarmiento Junin,4,2
Primera Division,28/05/17,Racing Club,San Lorenzo,2,1
Primera Division,28/05/17,Defensa y Justicia,Tigre,1,0
Primera Division,28/05/17,Arsenal Sarandi,Lanus,0,2
Primera Division,28/05/17,Talleres Cordoba,Atl. Tucuman,2,1
Primera Division,28/05/17,River Plate,Rosario Central,0,0
Primera Division,28/05/17,Atl. Rafaela,Belgrano,1,2
Primera Division,29/05/17,Patronato,Godoy Cruz,0,3
Primera Division,29/05/17,Estudiantes L.P.,Union de Santa Fe,2,0
Primera Division,30/05/17,Velez Sarsfield,Quilmes,0,0
Primera Division,01/06/17,Atl. Tucuman,River Plate,0,3
Primera Division,01/06/17,Arsenal Sarandi,Olimpo Bahia Blanca,1,0
Primera Division,02/06/17,Sarmiento Junin,Defensa y Justicia,1,0
Primera Division,03/06/17,Godoy Cruz,Atl. Rafaela,0,2
Primera Division,03/06/17,Tigre,Velez Sarsfield,0,3
Primera Division,03/06/17,Temperley,Talleres Cordoba,2,1
Primera Division,03/06/17,Rosario Central,Colon Santa FE,0,0
Primera Division,03/06/17,Union de Santa Fe,Newells Old Boys,2,1
Primera Division,04/06/17,Lanus,Estudiantes L.P.,1,0
Primera Division,04/06/17,San Lorenzo,River Plate,2,1
Primera Division,04/06/17,Gimnasia L.P.,Banfield,1,2
Primera Division,04/06/17,Belgrano,Arsenal Sarandi,1,2
Primera Division,04/06/17,Olimpo Bahia Blanca,Huracan,3,1
Primera Division,04/06/17,Atl. Tucuman,San Martin S.J.,1,2
Primera Division,04/06/17,Boca Juniors,Independiente,3,0
Primera Division,05/06/17,Quilmes,Patronato,0,1
Primera Division,06/06/17,Racing Club,Aldosivi,1,1
Primera Division,15/06/17,Defensa y Justicia,Independiente,1,2
Primera Division,16/06/17,Colon Santa FE,San Lorenzo,2,1
Primera Division,16/06/17,San Martin S.J.,Temperley,0,1
Primera Division,16/06/17,Huracan,Union de Santa Fe,1,0
Primera Division,17/06/17,Talleres Cordoba,Gimnasia L.P.,0,1
Primera Division,17/06/17,Banfield,Rosario Central,3,1
Primera Division,17/06/17,Arsenal Sarandi,Godoy Cruz,1,2
Primera Division,17/06/17,Estudiantes L.P.,Belgrano,2,0
Primera Division,17/06/17,Atl. Rafaela,Quilmes,1,1
Primera Division,17/06/17,Aldosivi,Boca Juniors,0,4
Primera Division,17/06/17,Velez Sarsfield,Sarmiento Junin,5,1
Primera Division,18/06/17,Newells Old Boys,Lanus,1,1
Primera Division,18/06/17,Patronato,Tigre,0,2
Primera Division,18/06/17,Independiente,Olimpo Bahia Blanca,1,1
Primera Division,18/06/17,Defensa y Justicia,Atl. Tucuman,3,0
Primera Division,18/06/17,River Plate,Racing Club,2,3
Primera Division,20/06/17,San Lorenzo,Banfield,1,0
Primera Division,20/06/17,Gimnasia L.P.,San Martin S.J.,2,0
Primera Division,21/06/17,Rosario Central,Talleres Cordoba,3,3
Primera Division,21/06/17,Quilmes,Arsenal Sarandi,2,2
Primera Division,21/06/17,Temperley,Defensa y Justicia,2,3
Primera Division,21/06/17,Racing Club,Colon Santa FE,1,0
Primera Division,21/06/17,Olimpo Bahia Blanca,Boca Juniors,2,2
Primera Division,22/06/17,River Plate,Aldosivi,1,0
Primera Division,22/06/17,Belgrano,Newells Old Boys,2,1
Primera Division,22/06/17,Lanus,Huracan,2,0
Primera Division,22/06/17,Sarmiento Junin,Patronato,1,3
Primera Division,22/06/17,Godoy Cruz,Estudiantes L.P.,0,2
Primera Division,22/06/17,Tigre,Atl. Rafaela,1,0
Primera Division,23/06/17,Atl. Tucuman,Velez Sarsfield,1,1
Primera Division,23/06/17,Union de Santa Fe,Independiente,0,3
Primera Division,24/06/17,Defensa y Justicia,Gimnasia L.P.,1,0
Primera Division,24/06/17,San Martin S.J.,Rosario Central,1,1
Primera Division,25/06/17,Boca Juniors,Union de Santa Fe,2,1
Primera Division,25/06/17,Atl. Rafaela,Sarmiento Junin,2,3
Primera Division,25/06/17,Banfield,Racing Club,1,3
Primera Division,26/06/17,Colon Santa FE,River Plate,0,0
Primera Division,26/06/17,Arsenal Sarandi,Tigre,2,1
Primera Division,26/06/17,Patronato,Atl. Tucuman,1,1
Primera Division,27/06/17,Aldosivi,Olimpo Bahia Blanca,0,3
Primera Division,27/06/17,Huracan,Belgrano,0,0
Primera Division,27/06/17,Velez Sarsfield,Temperley,0,0
Primera Division,27/06/17,Estudiantes L.P.,Quilmes,1,0
Primera Division,27/06/17,Newells Old Boys,Godoy Cruz,0,2
Primera Division,28/06/17,Independiente,Lanus,1,1
Primera Division,28/06/17,Talleres Cordoba,San Lorenzo,1,1
